Ngày hạch toán,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh
2/23/2017,ĐH0000010,KH-0207,P-253,2,900000,1800000,1080000,NV00068,CN HP
2/24/2017,ĐH0000012,KH-0334,P-553,2,16000000,32000000,20800000,NV00081,CN HN
2/25/2017,ĐH0000022,KH-0537,P-045,2,5850000,11700000,7605000,NV00068,CN HCM
2/26/2017,ĐH0000032,KH-0176,P-515,2,7300000,14600000,8760000,NV00046,CN HCM
2/27/2017,ĐH0000051,KH-0260,P-554,2,6800000,13600000,8160000,NV00059,CN HP
2/28/2017,ĐH0000041,KH-0542,P-555,2,1150000,2300000,1610000,NV00015,CN HP
3/1/2017,ĐH0000046,KH-0483,P-556,2,7600000,15200000,9880000,NV00007,CN HP
3/2/2017,ĐH0000017,KH-0543,P-007,2,8100000,16200000,10530000,NV00017,CN HP
3/3/2017,ĐH0000065,KH-0251,P-015,2,3780000,7560000,4914000,NV00068,CN HN
3/4/2017,ĐH0000065,KH-0251,P-016,2,7495000,14990000,8994000,NV00068,CN HN
3/5/2017,ĐH0000023,KH-0544,P-032,2,8578000,17156000,10293600,NV00086,CN HP
3/6/2017,ĐH0000023,KH-0544,P-012,2,8578000,17156000,12009200,NV00086,CN HN
3/7/2017,ĐH0000027,KH-0010,P-008,2,8380000,16760000,11732000,NV00080,CN HCM
3/8/2017,ĐH0000037,KH-0068,P-062,2,807800,1615600,1130920,NV00017,CN HP
3/9/2017,ĐH0000079,KH-0444,P-015,2,3710000,7420000,5194000,NV00007,CN HCM
3/10/2017,ĐH0000079,KH-0444,P-016,2,7380000,14760000,10332000,NV00007,CN HP
3/11/2017,ĐH0000043,KH-0143,P-229,2,810000,1620000,1134000,NV00017,CN HN
3/12/2017,ĐH0000088,KH-0356,P-506,2,280000,560000,336000,NV00046,CN HP
3/13/2017,ĐH0000095,KH-0545,P-557,2,8772727.27,17545455,11404545.75,NV00009,CN HN
3/14/2017,ĐH0000095,KH-0545,P-381,2,1950000,3900000,2730000,NV00009,CN HP
3/15/2017,ĐH0000101,KH-0546,P-558,2,2960000,5920000,3848000,NV00007,CN HCM
3/16/2017,ĐH0000102,KH-0546,P-558,2,2960000,5920000,4144000,NV00007,CN HP
3/17/2017,ĐH0000050,KH-0036,P-015,2,3709000,7418000,4450800,NV00080,CN HN
3/18/2017,ĐH0000118,KH-0547,P-559,2,11550000,23100000,15015000,NV00081,CN HP
3/19/2017,ĐH0000118,KH-0547,P-560,2,1627272.72,3254545,1952727,NV00081,CN HN
3/20/2017,ĐH0000129,KH-0251,P-015,2,3780000,7560000,4914000,NV00068,CN HCM
3/21/2017,ĐH0000129,KH-0251,P-016,2,7495000,14990000,10493000,NV00068,CN HCM
3/22/2017,ĐH0000133,KH-0191,P-561,2,9400000,18800000,11280000,NV00009,CN HN
3/23/2017,ĐH0000135,KH-0423,P-562,2,790000,1580000,1106000,NV00009,CN HCM
3/24/2017,ĐH0000135,KH-0423,P-563,2,2045000,4090000,2863000,NV00009,CN HCM
3/25/2017,ĐH0000138,KH-0548,P-071,2,780000,1560000,1092000,NV00110,CN HN
3/26/2017,ĐH0000147,KH-0549,P-018,2,3100000,6200000,3720000,NV00095,CN HP
3/27/2017,ĐH0000147,KH-0549,P-017,2,4200000,8400000,5040000,NV00095,CN HCM
3/28/2017,ĐH0000065,KH-0036,P-034,2,16605000,33210000,19926000,NV00080,CN HN
3/29/2017,ĐH0000070,KH-0550,P-015,2,3850000,7700000,4620000,NV00086,CN HP
3/30/2017,ĐH0000177,KH-0551,P-016,2,7340000,14680000,9542000,NV00015,CN HP
3/31/2017,ĐH0000202,KH-0176,P-228,2,886000,1772000,1063200,NV00046,CN HN
4/1/2017,ĐH0000203,KH-0265,P-564,2,61916,123832,74299.2,NV00095,CN HCM
4/2/2017,ĐH0000203,KH-0265,P-564,2,48648,97296,68107.2,NV00095,CN HN
4/3/2017,ĐH0000203,KH-0265,P-564,2,26535,53070,37149,NV00095,CN HCM
4/4/2017,ĐH0000207,KH-0367,P-565,2,715000,1430000,858000,NV00046,CN HCM
4/5/2017,ĐH0000219,KH-0552,P-473,2,18300300,36600600,25620420,NV00017,CN HP
4/6/2017,ĐH0000225,KH-0537,P-546,2,250000,500000,325000,NV00068,CN HP
4/7/2017,ĐH0000096,KH-0195,P-139,2,3140000,6280000,3768000,NV00112,CN HCM
4/8/2017,ĐH0000258,KH-0553,P-459,2,132540000,265080000,159048000,NV00095,CN HP
4/9/2017,ĐH0000261,KH-0176,P-015,2,3516000,7032000,4570800,NV00046,CN HCM
4/10/2017,ĐH0000267,KH-0176,P-228,2,525000,1050000,630000,NV00046,CN HN
4/11/2017,ĐH0000279,KH-0554,P-015,2,4262000,8524000,5966800,NV00068,CN HCM
4/12/2017,ĐH0000282,KH-0251,P-015,2,3849000,7698000,5003700,NV00068,CN HP
4/13/2017,ĐH0000282,KH-0251,P-016,2,7582000,15164000,9856600,NV00068,CN HCM
4/14/2017,ĐH0000297,KH-0176,P-229,2,750000,1500000,900000,NV00046,CN HCM
4/15/2017,ĐH0000300,KH-0555,P-045,2,5400000,10800000,6480000,NV00095,CN HP
4/16/2017,ĐH0000309,KH-0294,P-021,2,19500000,39000000,27300000,NV00095,CN HCM
4/17/2017,ĐH0000313,KH-0257,P-060,2,1250000,2500000,1750000,NV00095,CN HCM
4/18/2017,ĐH0000111,KH-0556,P-143,2,21962535,43925070,26355042,NV00111,CN HN
4/19/2017,ĐH0000111,KH-0556,P-566,2,6982202,13964404,9775082.8,NV00111,CN HCM
4/20/2017,ĐH0000328,KH-0557,P-523,2,1100000,2200000,1540000,NV00007,CN HN
4/21/2017,ĐH0000492,KH-0529,P-534,2,7190000,14380000,8628000,NV00006,CN HN
4/22/2017,ĐH0000624,KH-0200,P-007,2,9408000,18816000,13171200,NV00006,CN HCM
4/23/2017,ĐH0000383,KH-0176,P-045,2,4625000,9250000,5550000,NV00046,CN HP
4/24/2017,ĐH0000491,KH-0558,P-567,2,284886000,569772000,370351800,NV00081,CN HCM
4/25/2017,ĐH0000491,KH-0558,P-568,2,62675000,125350000,81477500,NV00081,CN HCM
4/26/2017,ĐH0000415,KH-0282,P-569,2,670000,1340000,938000,NV00017,CN HN
4/27/2017,ĐH0000431,KH-0559,P-143,2,20950000,41900000,29330000,NV00006,CN HN
4/28/2017,ĐH0000431,KH-0559,P-515,2,7250000,14500000,8700000,NV00006,CN HCM
4/29/2017,ĐH0000452,KH-0422,P-562,2,685000,1370000,959000,NV00009,CN HN
4/30/2017,ĐH0000454,KH-0332,P-281,2,26181818,52363636,34036363.4,NV00011,CN HN
5/1/2017,ĐH0000455,KH-0332,P-018,2,3050000,6100000,4270000,NV00011,CN HN
5/2/2017,ĐH0000455,KH-0332,P-017,2,4050000,8100000,5670000,NV00011,CN HP
5/3/2017,ĐH0000460,KH-0389,P-017,2,4810000,9620000,6734000,NV00046,CN HCM
5/4/2017,ĐH0000150,KH-0560,P-037,2,5850000,11700000,8190000,NV00080,CN HN
5/5/2017,ĐH0000155,KH-0048,P-570,2,502000,1004000,652600,NV00108,CN HCM
5/6/2017,ĐH0002163,KH-0426,P-478,3,11642000,34926000,24448200,NV00007,CN HCM
5/7/2017,ĐH0002192,KH-0428,P-098,3,3950000,11850000,8295000,NV00007,CN HP
5/8/2017,ĐH0002195,KH-0561,P-136,3,2850000,8550000,5557500,NV00006,CN HCM
5/9/2017,ĐH0002198,KH-0470,P-125,3,6376000,19128000,11476800,NV00007,CN HN
5/10/2017,ĐH0002213,KH-0105,P-385,3,3000000,9000000,5400000,NV00006,CN HCM
5/11/2017,ĐH0002213,KH-0105,P-571,3,22500000,67500000,40500000,NV00006,CN HP
5/12/2017,ĐH0002214,KH-0562,P-474,3,3950000,11850000,7110000,NV00006,CN HCM
5/13/2017,ĐH0002215,KH-0563,P-071,3,620000,1860000,1302000,NV00011,CN HN
5/14/2017,ĐH0002223,KH-0392,P-572,3,23157818.18,69473455,48631418.5,NV00009,CN HP
5/15/2017,ĐH0002232,KH-0564,P-122,3,2950000,8850000,5310000,NV00017,CN HCM
5/16/2017,ĐH0002262,KH-0433,P-166,3,17601000,52803000,36962100,NV00007,CN HN
5/17/2017,ĐH0002260,KH-0565,P-573,3,1790000,5370000,3222000,NV00007,CN HCM
5/18/2017,ĐH0002302,KH-0564,P-122,3,2950000,8850000,5310000,NV00007,CN HN
5/19/2017,ĐH0002316,KH-0566,P-139,3,2799000,8397000,5458050,NV00027,CN HP
5/20/2017,ĐH0002323,KH-0567,P-071,3,660000,1980000,1188000,NV00011,CN HCM
5/21/2017,ĐH0002327,KH-0120,P-574,3,308000,924000,554400,NV00020,CN HP
5/22/2017,ĐH0002327,KH-0120,P-103,3,8912000,26736000,17378400,NV00020,CN HCM
5/23/2017,ĐH0002345,KH-0568,P-269,3,650000,1950000,1267500,NV00020,CN HN
5/24/2017,ĐH0003760,KH-0215,P-575,3,27838800,83516400,54285660,NV00009,CN HN
5/25/2017,ĐH0003760,KH-0215,P-576,3,1423600,4270800,2989560,NV00009,CN HN
5/26/2017,ĐH0003766,KH-0512,P-166,3,14600000,43800000,28470000,NV00007,CN HP
5/27/2017,ĐH0003782,KH-0569,P-068,3,1872000,5616000,3931200,NV00007,CN HP
5/28/2017,ĐH0003789,KH-0346,P-071,3,619000,1857000,1207050,NV00046,CN HP
5/29/2017,ĐH0003823,KH-0570,P-101,3,570000,1710000,1111500,NV00007,CN HN
5/30/2017,ĐH0003828,KH-0571,P-577,3,8900000,26700000,18690000,NV00048,CN HCM
5/31/2017,ĐH0003855,KH-0147,P-424,3,10399000,31197000,21837900,NV00002,CN HN
6/1/2017,ĐH0003867,KH-0572,P-103,3,9344000,28032000,16819200,NV00015,CN HP
6/2/2017,ĐH0003867,KH-0572,P-032,3,8822000,26466000,17202900,NV00015,CN HCM
6/3/2017,ĐH0003867,KH-0572,P-012,3,8822000,26466000,15879600,NV00015,CN HCM
6/4/2017,ĐH0003875,KH-0573,P-578,3,13000000,39000000,23400000,NV00015,CN HCM
6/5/2017,ĐH0003877,KH-0574,P-579,3,110000,330000,214500,NV00046,CN HP
6/6/2017,ĐH0003915,KH-0493,P-580,3,13454545.45,40363636,24218181.6,NV00006,CN HP
6/7/2017,ĐH0003920,KH-0493,P-015,3,4175000,12525000,8141250,NV00006,CN HCM
6/8/2017,ĐH0003920,KH-0493,P-016,3,7651000,22953000,13771800,NV00006,CN HN
6/9/2017,ĐH0003947,KH-0305,P-071,3,660000,1980000,1188000,NV00046,CN HP
6/10/2017,ĐH0003959,KH-0575,P-015,3,3600000,10800000,6480000,NV00048,CN HP
6/11/2017,ĐH0003960,KH-0504,P-102,3,2890000,8670000,5635500,NV00032,CN HCM
6/12/2017,ĐH0003973,KH-0576,P-072,3,160000,480000,336000,NV00046,CN HCM
6/13/2017,ĐH0003978,KH-0165,P-499,3,1247400,3742200,2245320,NV00048,CN HN
6/14/2017,ĐH0003978,KH-0165,P-500,3,1466850,4400550,2860357.5,NV00048,CN HN
6/15/2017,ĐH0003997,KH-0577,P-101,3,570000,1710000,1111500,NV00007,CN HP
6/16/2017,ĐH0004025,KH-0401,P-581,3,38456000,115368000,69220800,NV00009,CN HCM
6/17/2017,ĐH0004027,KH-0578,P-071,3,660000,1980000,1287000,NV00009,CN HCM
6/18/2017,ĐH0004036,KH-0171,P-100,3,17300000,51900000,33735000,NV00015,CN HN
6/19/2017,ĐH0004051,KH-0487,P-017,3,4100000,12300000,7995000,NV00007,CN HCM
6/20/2017,ĐH0004051,KH-0487,P-017,3,4100000,12300000,7995000,NV00007,CN HN
6/21/2017,ĐH0001203,KH-0140,P-032,3,16760000,50280000,32682000,NV00059,CN HCM
6/22/2017,ĐH0001203,KH-0140,P-012,3,16760000,50280000,32682000,NV00059,CN HP
6/23/2017,ĐH0001213,KH-0505,P-015,3,3550000,10650000,6390000,NV00015,CN HP
6/24/2017,ĐH0001223,KH-0353,P-231,3,66667,200001,140000.7,NV00046,CN HN
6/25/2017,ĐH0001275,KH-0509,P-582,3,38024000,114072000,74146800,NV00007,CN HP
6/26/2017,ĐH0001276,KH-0545,P-583,3,1480000,4440000,2664000,NV00009,CN HCM
6/27/2017,ĐH0001276,KH-0545,P-584,3,1180000,3540000,2301000,NV00009,CN HP
6/28/2017,ĐH0001276,KH-0545,P-585,3,680000,2040000,1428000,NV00009,CN HP
6/29/2017,ĐH0001276,KH-0545,P-418,3,1020000,3060000,1989000,NV00009,CN HP
6/30/2017,ĐH0001276,KH-0545,P-586,3,430000,1290000,774000,NV00009,CN HN
7/1/2017,ĐH0001276,KH-0545,P-380,3,250000,750000,525000,NV00009,CN HN
7/2/2017,ĐH0001276,KH-0545,P-587,3,1850000,5550000,3885000,NV00009,CN HCM
7/3/2017,ĐH0001276,KH-0545,P-588,3,240000,720000,432000,NV00009,CN HN
7/4/2017,ĐH0001279,KH-0176,P-589,3,1778400,5335200,3467880,NV00059,CN HCM
7/5/2017,ĐH0001281,KH-0176,P-589,3,1778400,5335200,3734640,NV00059,CN HP
7/6/2017,ĐH0001283,KH-0140,P-015,3,3630000,10890000,7078500,NV00059,CN HCM
7/7/2017,ĐH0001288,KH-0518,P-514,3,72259948.67,216779846,140906899.9,NV00064,CN HP
7/8/2017,ĐH0001317,KH-0546,P-590,3,8000000,24000000,15600000,NV00007,CN HN
7/9/2017,ĐH0001336,KH-0570,P-005,3,5625000,16875000,11812500,NV00046,CN HCM
7/10/2017,ĐH0001355,KH-0545,P-583,3,1480000,4440000,2886000,NV00009,CN HP
7/11/2017,ĐH0001355,KH-0545,P-584,3,1180000,3540000,2478000,NV00009,CN HN
7/12/2017,ĐH0001355,KH-0545,P-591,3,680000,2040000,1428000,NV00009,CN HP
7/13/2017,ĐH0001355,KH-0545,P-418,3,1020000,3060000,1836000,NV00009,CN HP
7/14/2017,ĐH0001355,KH-0545,P-586,3,430000,1290000,838500,NV00009,CN HP
7/15/2017,ĐH0001355,KH-0545,P-380,3,250000,750000,450000,NV00009,CN HN
7/16/2017,ĐH0001355,KH-0545,P-587,3,1850000,5550000,3330000,NV00009,CN HN
7/17/2017,ĐH0001355,KH-0545,P-588,3,240000,720000,432000,NV00009,CN HCM
7/18/2017,ĐH0001371,KH-0356,P-061,3,445000,1335000,867750,NV00046,CN HN
7/19/2017,ĐH0001376,KH-0569,P-068,3,1870000,5610000,3927000,NV00007,CN HP
7/20/2017,ĐH0001380,KH-0188,P-072,3,160000,480000,336000,NV00029,CN HN
7/21/2017,ĐH0000803,KH-0007,P-030,3,5510000,16530000,9918000,NV00078,CN HCM
7/22/2017,ĐH0001460,KH-0579,P-015,3,3760000,11280000,7896000,NV00009,CN HN
7/23/2017,ĐH0001460,KH-0579,P-016,3,7211148,21633444,12980066.4,NV00009,CN HCM
7/24/2017,ĐH0001460,KH-0579,P-592,3,571829,1715487,1029292.2,NV00009,CN HP
7/25/2017,ĐH0001461,KH-0579,P-593,3,6536364,19609092,11765455.2,NV00009,CN HN
7/26/2017,ĐH0001461,KH-0579,P-594,3,600000,1800000,1080000,NV00009,CN HN
7/27/2017,ĐH0001461,KH-0579,P-595,3,990909,2972727,1932272.55,NV00009,CN HCM
7/28/2017,ĐH0001461,KH-0579,P-596,3,272727,818181,490908.6,NV00009,CN HN
7/29/2017,ĐH0001461,KH-0579,P-380,3,254545,763635,496362.75,NV00009,CN HCM
7/30/2017,ĐH0000817,KH-0010,P-018,3,2960000,8880000,6216000,NV00080,CN HCM
7/31/2017,ĐH0000817,KH-0010,P-017,3,4040000,12120000,7878000,NV00080,CN HP
8/1/2017,ĐH0001469,KH-0356,P-354,3,1079000,3237000,2104050,NV00046,CN HCM
8/2/2017,ĐH0001487,KH-0176,P-018,3,2960000,8880000,6216000,NV00081,CN HCM
8/3/2017,ĐH0001489,KH-0580,P-597,3,1095000,3285000,2299500,NV00068,CN HP
8/4/2017,ĐH0001486,KH-0517,P-271,3,3975000,11925000,7155000,NV00059,CN HN
8/5/2017,ĐH0001506,KH-0015,P-507,3,1210000,3630000,2541000,NV00081,CN HP
8/6/2017,ĐH0001506,KH-0015,P-508,3,1250000,3750000,2625000,NV00081,CN HN
8/7/2017,ĐH0001506,KH-0015,P-598,3,690000,2070000,1345500,NV00081,CN HCM
8/8/2017,ĐH0001506,KH-0015,P-510,3,280000,840000,588000,NV00081,CN HP
8/9/2017,ĐH0001506,KH-0015,P-296,3,250000,750000,487500,NV00081,CN HP
8/10/2017,ĐH0001506,KH-0015,P-292,3,1580000,4740000,3081000,NV00081,CN HCM
8/11/2017,ĐH0001506,KH-0015,P-511,3,135000,405000,243000,NV00081,CN HCM
8/12/2017,ĐH0001506,KH-0015,P-294,3,95000,285000,171000,NV00081,CN HN
8/13/2017,ĐH0001506,KH-0015,P-513,3,970000,2910000,2037000,NV00081,CN HCM
8/14/2017,ĐH0001506,KH-0015,P-599,3,1200000,3600000,2340000,NV00081,CN HP
8/15/2017,ĐH0001561,KH-0176,P-076,3,530000,1590000,1113000,NV00081,CN HP
8/16/2017,ĐH0001587,KH-0176,P-018,3,2960000,8880000,6216000,NV00081,CN HN
8/17/2017,ĐH0001587,KH-0176,P-017,3,4050000,12150000,7290000,NV00081,CN HCM
8/18/2017,ĐH0001591,KH-0356,P-164,3,5320000,15960000,11172000,NV00046,CN HCM
8/19/2017,ĐH0000851,KH-0522,P-032,3,7980000,23940000,15561000,NV00017,CN HN
8/20/2017,ĐH0000852,KH-0522,P-012,3,7980000,23940000,14364000,NV00017,CN HCM
8/21/2017,ĐH0001602,KH-0581,P-060,3,1160760,3482280,2437596,NV00009,CN HP
8/22/2017,ĐH0000861,KH-0582,P-018,3,3650000,10950000,7665000,NV00017,CN HN
8/23/2017,ĐH0001640,KH-0175,P-122,3,2950000,8850000,5752500,NV00059,CN HCM
8/24/2017,ĐH0000874,KH-0071,P-030,3,5700000,17100000,11970000,NV00017,CN HCM
8/25/2017,ĐH0000877,KH-0559,P-069,3,1500000,4500000,2925000,NV00006,CN HP
8/26/2017,ĐH0001671,KH-0176,P-076,3,730000,2190000,1533000,NV00081,CN HN
8/27/2017,ĐH0001676,KH-0220,P-231,3,60000,180000,108000,NV00061,CN HN
8/28/2017,ĐH0001680,KH-0444,P-025,3,17509000,52527000,34142550,NV00007,CN HN
8/29/2017,ĐH0001686,KH-0578,P-071,3,780000,2340000,1404000,NV00009,CN HN
8/30/2017,ĐH0000886,KH-0163,P-600,3,3120000,9360000,6084000,NV00017,CN HN
8/31/2017,ĐH0001703,KH-0583,P-019,3,3000000,9000000,5400000,NV00015,CN HCM
9/1/2017,ĐH0001706,KH-0584,P-601,3,2380000,7140000,4998000,NV00009,CN HN
9/2/2017,ĐH0001706,KH-0584,P-602,3,10150000,30450000,18270000,NV00009,CN HP
9/3/2017,ĐH0001706,KH-0584,P-603,3,3650000,10950000,7665000,NV00009,CN HP
9/4/2017,ĐH0001706,KH-0584,P-604,3,2920000,8760000,5694000,NV00009,CN HN
9/5/2017,ĐH0001711,KH-0176,P-076,3,730000,2190000,1423500,NV00081,CN HP
9/6/2017,ĐH0001723,KH-0217,P-231,3,100000,300000,180000,NV00059,CN HN
9/7/2017,ĐH0001738,KH-0531,P-025,3,17550000,52650000,36855000,NV00029,CN HCM
9/8/2017,ĐH0001743,KH-0474,P-605,3,2263636,6790908,4074544.8,NV00007,CN HCM
9/9/2017,ĐH0001766,KH-0478,P-414,3,13900000,41700000,25020000,NV00007,CN HCM
9/10/2017,ĐH0001772,KH-0288,P-015,3,3850000,11550000,8085000,NV00007,CN HP
9/11/2017,ĐH0001772,KH-0288,P-016,3,7400000,22200000,15540000,NV00007,CN HP
9/12/2017,ĐH0004825,KH-0585,P-015,3,3550000,10650000,6922500,NV00007,CN HN
9/13/2017,ĐH0000985,KH-0586,P-007,3,8556000,25668000,15400800,NV00017,CN HP
9/14/2017,ĐH0004829,KH-0233,P-019,3,3250000,9750000,6337500,NV00015,CN HN
9/15/2017,ĐH0004839,KH-0587,P-101,3,570000,1710000,1026000,NV00046,CN HN
9/16/2017,ĐH0004879,KH-0545,P-557,3,8772727.27,26318182,18422727.4,NV00009,CN HN
9/17/2017,ĐH0004879,KH-0545,P-381,3,1950000,5850000,4095000,NV00009,CN HP
9/18/2017,ĐH0004888,KH-0196,P-606,3,350000,1050000,630000,NV00011,CN HP
9/19/2017,ĐH0004891,KH-0196,P-189,3,270000,810000,486000,NV00011,CN HN
9/20/2017,ĐH0004894,KH-0588,P-364,3,4471700,13415100,9390570,NV00009,CN HP
9/21/2017,ĐH0004897,KH-0265,P-564,3,57125,171375,102825,NV00095,CN HP
9/22/2017,ĐH0004909,KH-0191,P-248,3,742000,2226000,1335600,NV00095,CN HP
9/23/2017,ĐH0004909,KH-0191,P-607,3,4079000,12237000,8565900,NV00095,CN HP
9/24/2017,ĐH0004922,KH-0422,P-608,3,11488000,34464000,20678400,NV00009,CN HN
9/25/2017,ĐH0004942,KH-0320,P-609,3,318000,954000,667800,NV00011,CN HCM
9/26/2017,ĐH0004945,KH-0390,P-046,3,16909000,50727000,35508900,NV00009,CN HP
9/27/2017,ĐH0004945,KH-0390,P-034,3,17848000,53544000,32126400,NV00009,CN HCM
9/28/2017,ĐH0004954,KH-0176,P-045,3,5450000,16350000,11445000,NV00046,CN HP
9/29/2017,ĐH0004958,KH-0570,P-045,3,5874000,17622000,12335400,NV00046,CN HP
9/30/2017,ĐH0004968,KH-0589,P-015,3,3734000,11202000,7841400,NV00046,CN HN
10/1/2017,ĐH0004968,KH-0589,P-016,3,7430000,22290000,13374000,NV00046,CN HCM
10/2/2017,ĐH0004986,KH-0541,P-068,3,1951000,5853000,3511800,NV00095,CN HCM
10/3/2017,ĐH0000006,KH-0236,P-592,3,542000,1626000,975600,NV00095,CN HCM
10/4/2017,ĐH0000029,KH-0258,P-610,3,43262000,129786000,84360900,NV00086,CN HN
10/5/2017,ĐH0000029,KH-0258,P-373,3,49979000,149937000,97459050,NV00086,CN HCM
10/6/2017,ĐH0000049,KH-0378,P-018,3,2920000,8760000,5256000,NV00046,CN HCM
10/7/2017,ĐH0000036,KH-0590,P-071,3,780000,2340000,1404000,NV00046,CN HN
10/8/2017,ĐH0000040,KH-0591,P-278,3,2300000,6900000,4485000,NV00015,CN HN
10/9/2017,ĐH0000046,KH-0483,P-611,3,7600000,22800000,15960000,NV00007,CN HN
10/10/2017,ĐH0000047,KH-0483,P-612,3,7600000,22800000,14820000,NV00007,CN HCM
10/11/2017,ĐH0000028,KH-0005,P-071,3,750000,2250000,1575000,NV00086,CN HN
10/12/2017,ĐH0000027,KH-0010,P-007,3,8380000,25140000,16341000,NV00080,CN HN
10/13/2017,ĐH0000105,KH-0592,P-555,3,1360000,4080000,2448000,NV00015,CN HCM
10/14/2017,ĐH0000107,KH-0375,P-018,3,2900000,8700000,6090000,NV00046,CN HCM
10/15/2017,ĐH0000107,KH-0375,P-017,3,3900000,11700000,7020000,NV00046,CN HP
10/16/2017,ĐH0000128,KH-0260,P-301,3,17650000,52950000,37065000,NV00081,CN HCM
10/17/2017,ĐH0000131,KH-0395,P-613,3,2636000,7908000,5535600,NV00009,CN HN
10/18/2017,ĐH0000139,KH-0569,P-471,3,1900000,5700000,3420000,NV00007,CN HN
10/19/2017,ĐH0000143,KH-0176,P-229,3,750000,2250000,1350000,NV00046,CN HN
10/20/2017,ĐH0000066,KH-0036,P-046,3,16328000,48984000,31839600,NV00080,CN HP
10/21/2017,ĐH0000177,KH-0551,P-015,3,3697000,11091000,6654600,NV00015,CN HN
10/22/2017,ĐH0000181,KH-0176,P-228,3,525000,1575000,945000,NV00046,CN HCM
10/23/2017,ĐH0000182,KH-0251,P-015,3,3780000,11340000,7938000,NV00068,CN HP
10/24/2017,ĐH0000182,KH-0251,P-016,3,7495000,22485000,13491000,NV00068,CN HCM
10/25/2017,ĐH0000195,KH-0280,P-231,3,60000,180000,108000,NV00068,CN HCM
10/26/2017,ĐH0000198,KH-0281,P-231,3,60000,180000,126000,NV00068,CN HN
10/27/2017,ĐH0000221,KH-0071,P-005,3,5612000,16836000,10943400,NV00017,CN HN
10/28/2017,ĐH0000224,KH-0593,P-614,3,16600000,49800000,29880000,NV00095,CN HP
10/29/2017,ĐH0000241,KH-0251,P-016,3,7582000,22746000,14784900,NV00068,CN HP
10/30/2017,ĐH0000251,KH-0559,P-081,3,1500000,4500000,3150000,NV00006,CN HP
10/31/2017,ĐH0000264,KH-0594,P-229,3,770000,2310000,1501500,NV00081,CN HN
11/1/2017,ĐH0000293,KH-0265,P-615,3,4200000,12600000,8190000,NV00009,CN HN
11/2/2017,ĐH0000114,KH-0076,P-045,3,6290000,18870000,12265500,NV00017,CN HP
11/3/2017,ĐH0000404,KH-0595,P-018,3,3300000,9900000,6435000,NV00006,CN HP
11/4/2017,ĐH0000418,KH-0176,P-229,3,750000,2250000,1575000,NV00046,CN HP
11/5/2017,ĐH0000131,KH-0047,P-061,3,490000,1470000,955500,NV00078,CN HN
11/6/2017,ĐH0000432,KH-0578,P-071,3,760000,2280000,1368000,NV00009,CN HP
11/7/2017,ĐH0000433,KH-0487,P-015,3,4115000,12345000,8641500,NV00007,CN HCM
11/8/2017,ĐH0000433,KH-0487,P-016,3,8187000,24561000,17192700,NV00007,CN HN
11/9/2017,ĐH0000460,KH-0389,P-018,3,3920000,11760000,7644000,NV00046,CN HCM
11/10/2017,ĐH0000486,KH-0595,P-016,3,7690000,23070000,16149000,NV00006,CN HN
11/11/2017,ĐH0002192,KH-0428,P-097,5,3600000,18000000,11700000,NV00007,CN HCM
11/12/2017,ĐH0002204,KH-0101,P-098,5,4000000,20000000,12000000,NV00017,CN HP
11/13/2017,ĐH0002204,KH-0101,P-097,5,3552614,17763070,10657842,NV00017,CN HP
11/14/2017,ĐH0002220,KH-0375,P-104,5,145000,725000,471250,NV00007,CN HCM
11/15/2017,ĐH0002225,KH-0596,P-098,5,4000000,20000000,13000000,NV00017,CN HN
11/16/2017,ĐH0002235,KH-0390,P-616,5,590000,2950000,1917500,NV00009,CN HP
11/17/2017,ĐH0002244,KH-0511,P-098,5,3850000,19250000,13475000,NV00007,CN HCM
11/18/2017,ĐH0002244,KH-0511,P-097,5,3700000,18500000,11100000,NV00007,CN HN
11/19/2017,ĐH0002286,KH-0063,P-617,5,3912700,19563500,13694450,NV00017,CN HN
11/20/2017,ĐH0002298,KH-0597,P-097,5,3540000,17700000,10620000,NV00006,CN HCM
11/21/2017,ĐH0002298,KH-0597,P-125,5,6840000,34200000,22230000,NV00006,CN HCM
11/22/2017,ĐH0002309,KH-0063,P-618,5,16412488,82062440,53340586,NV00017,CN HCM
11/23/2017,ĐH0002331,KH-0396,P-015,5,3600000,18000000,10800000,NV00020,CN HP
11/24/2017,ĐH0002337,KH-0051,P-015,5,3596000,17980000,12586000,NV00032,CN HN
11/25/2017,ĐH0002366,KH-0301,P-125,5,7270500,36352500,21811500,NV00011,CN HCM
11/26/2017,ĐH0003746,KH-0393,P-015,5,3426607,17133035,11993124.5,NV00009,CN HN
11/27/2017,ĐH0003746,KH-0393,P-016,5,6817008,34085040,23859528,NV00009,CN HCM
11/28/2017,ĐH0003751,KH-0598,P-619,5,19650000,98250000,68775000,NV00009,CN HP
11/29/2017,ĐH0003756,KH-0131,P-616,5,522000,2610000,1566000,NV00015,CN HCM
11/30/2017,ĐH0003762,KH-0133,P-015,5,3475000,17375000,12162500,NV00051,CN HN
12/1/2017,ĐH0003762,KH-0133,P-016,5,6912000,34560000,20736000,NV00051,CN HN
12/2/2017,ĐH0003768,KH-0599,P-016,5,6883427,34417135,20650281,NV00009,CN HP
